항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
         구형우선주희석주당계속영업이익(손실),[336370],두산솔루스,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity01412822_udf_IS_202032018278921_DilutedEarningsLossPerShareFromContinuingOperations,124
   희석주당순이익,[042670],두산인프라코어,유가증권시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,322
금융손익,[034020],두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"-228,492,747,457"
기타영업외손익,[034020],두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00159616_udf_IS_2018321135946942_IncomeStatementAbstract,"-14,976,145,361"
연구개발비,[003160],디아이,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00118275_udf_IS_20171110152320573_IncomeStatementAbstract,"716,616,775"
   판매비와 관리비,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,entity00425351_udf_IS_2017102715816710_GrossProfit,"10,912,703,945"
영업이익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"1,521,809,886"
   기타수익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,entity00425351_udf_IS_201710271584122_udf_IS_2017102715827158_IncomeStatementAbstract,"406,620"
   금융수익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,"123,804,984"
   금융비용,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,entity00425351_udf_IS_2017102715844470_udf_IS_2017102715827158_IncomeStatementAbstract,"308,075,190"
법인세비용차감전 순이익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,entity00425351_udf_IS_2017102715828478_IncomeStatementAbstract,"1,337,946,300"
   법인세 비용,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,entity00425351_udf_IS_2017102715848887_udf_IS_2017102715828478_IncomeStatementAbstract,"321,843,666"
당기순이익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"1,016,102,634"
   기본주당이익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,173
   희석주당이익,[067280],멀티캠퍼스,코스닥시장상장법인,856,기타 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,173
지분법손실,[017180],명문제약,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"966,773,291"
종속기업투자이익(손실),[018700],바른손,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-06-30,1분기보고서,KRW,entity00122205_udf_IS_2020622181849692_IncomeStatementAbstract,0
지분법손익,[015350],부산도시가스,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"-418,161,154"
금융비용,[005930],삼성전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"1,647,433,000,000"
   기본및희석주당순이익,[001880],삼호,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,"3,537"
관계기업에대한 지분법손익,[004450],삼화왕관,유가증권시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00129235_udf_IS_20171031162034232_IncomeStatementAbstract,"4,139,390"
   하역매출,[003100],선광,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2020-03-31,1분기보고서,KRW,entity00131896_udf_IS_20188616333168_Revenue,"17,890,672,381"
   하역매출원가,[003100],선광,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2020-03-31,1분기보고서,KRW,entity00131896_udf_IS_201711311294217_CostOfSales,"11,643,420,586"
대손상각비(대손충당금환입),[003100],선광,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2020-03-31,1분기보고서,KRW,entity00131896_udf_IS_2020324103249177_IncomeStatementAbstract,"-4,204,567"
경상연구개발비,[091090],세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,entity00585219_udf_IS_2019213114910322_IncomeStatementAbstract,"765,449,265"
매각예정자산처분이익,[108860],셀바스AI,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00666064_udf_IS_2020511191412820_IncomeStatementAbstract,"6,226,241,637"
   유동당기손익-공정가치측정금융자산평가이익(지분상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2020327221254297_FinanceIncome,"340,000"
   유동당기손익-공정가치측정금융자산평가이익(채무상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2020513142358455_FinanceIncome,0
   비유동당기손익-공정가치측정금융자산평가이익(채무상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2018118142023603_FinanceIncome,"160,004"
   유동당기손익-공정가치측정금융자산처분이익(지분상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_201887162017807_FinanceIncome,0
   유동당기손익-공정가치측정금융자산평가손실(지분상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_20188716225364_FinanceCosts,"63,186,401"
   비유동당기손익-공정가치측정금융자산평가손실(지분상품),[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_201887162248781_FinanceCosts,"2,100,000"
당기순이익(손실)의 귀속,[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2020327222125105_IncomeStatementAbstract,nan
   지배기업의 소유주,[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2020327222435825_udf_IS_2020327222125105_IncomeStatementAbstract,nan
   비지배지분,[033790],스카이문스테크놀로지,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00276083_udf_IS_2020327222328449_udf_IS_2020327222125105_IncomeStatementAbstract,nan
지분법이익(손실),[065350],신성델타테크,코스닥시장상장법인,285,가정용 기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"1,579,447,292"
종속기업투자주식처분이익(손실),[065350],신성델타테크,코스닥시장상장법인,285,가정용 기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00136226_udf_IS_2020317101924912_IncomeStatementAbstract,0
판매비,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"2,848,031,312"
관리비,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_2018810135444845_IncomeStatementAbstract,"4,368,588,917"
경상연구개발비,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_201881013544321_IncomeStatementAbstract,"1,303,498,952"
   금융수익,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,"203,186,293"
   금융원가,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_201888191323980_OperatingIncomeLoss,"4,085,555,121"
   기타영업외이익,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_201888191512176_OperatingIncomeLoss,"1,347,900,440"
   기타영업외비용,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_2018881915668_OperatingIncomeLoss,"452,557,039"
계속영업당기순이익,[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,"-384,243,294"
   기본 및 희석주당이익(손실),[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,-3
   계속영업 기본 및 희석주당순이익(손실),[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_20181112191327138_EarningsPerShareAbstract,-3
   중단영업 기본 및 희석주당순이익(손실),[011930],신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00136271_udf_IS_20181112191324648_EarningsPerShareAbstract,0
   구형우선주 기본주당이익,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00138224_udf_IS_2017119213942948_EarningsPerShareAbstract,125
   구형우선주 희석주당이익,[003410],쌍용양회공업,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00138224_udf_IS_2017119213956280_EarningsPerShareAbstract,125
기타비용,[015540],쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업지원 서비스업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"38,023,780"
지분법손익,[099190],아이센스,코스닥시장상장법인,271,의료용 기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"81,975,493"
   관리비,[080000],에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_LeaseholdAdministrationExpense,"896,228,936"
   금융원가,[080000],에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00455981_udf_IS_2019514121114696_FinanceIncome,"-30,118,843"
   기타수익,[080000],에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00455981_udf_IS_2019510164623862_FinanceIncome,"2,542,136,844"
   기타비용,[080000],에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00455981_udf_IS_2019510164634583_FinanceIncome,"-1,549,813,501"
      지분법이익,[025530],에스제이엠홀딩스,유가증권시장상장법인,452,자동차 부품 및 내장품 판매업,12,2020-03-31,1분기보고서,KRW,entity00181943_udf_IS_2019328123532438_RevenueFromRenderingOfServices,"2,553,649,492"
대손상각비,[050760],에스폴리텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00340272_udf_IS_20188814412095_IncomeStatementAbstract,"54,433,722"
이자수익,[050760],에스폴리텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"74,394,096"
지분법손실,[037950],엘컴텍,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"88,743,435"
영업수익,[009970],영원무역홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"19,208,178,805"
영업비용,[009970],영원무역홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"1,539,703,020"
금융비용,[009970],영원무역홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"134,244,040"
투자수익,[036000],예림당,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,entity00259934_udf_IS_20171113213128134_IncomeStatementAbstract,nan
투자비용,[036000],예림당,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,entity00259934_udf_IS_2020513135740674_IncomeStatementAbstract,"267,767,885"
대손상각비,[048260],오스템임플란트,코스닥시장상장법인,271,의료용 기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00341916_udf_IS_20191191505820_IncomeStatementAbstract,"652,236,284"
손상차손 환입,[139480],이마트,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00872984_udf_IS_202031795821628_IncomeStatementAbstract,"3,595,808,740"
대손상각비,[134060],이퓨쳐,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,entity00788737_udf_IS_202032617144283_IncomeStatementAbstract,"31,437,500"
대손충당금환입,[129260],인터지스,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,entity00151368_udf_IS_2020511132115748_IncomeStatementAbstract,"-52,579,243"
이자수익,[129260],인터지스,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"478,348,390"
관리비,[023810],인팩,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00180795_udf_IS_201881483552432_IncomeStatementAbstract,"3,899,742,208"
경상연구개발비,[007570],일양약품,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,entity00146454_udf_IS_201851117815769_IncomeStatementAbstract,"3,381,013,988"
   계속영업당기순이익(손실),[159580],제로투세븐,코스닥시장상장법인,464,생활용품 도매업,12,2020-03-31,1분기보고서,KRW,entity00563837_udf_IS_2020324131643157_ProfitLoss,"24,373,820"
   중단영업당기순이익(손실),[159580],제로투세븐,코스닥시장상장법인,464,생활용품 도매업,12,2020-03-31,1분기보고서,KRW,entity00563837_udf_IS_2020324131726505_ProfitLoss,0
경상연구비,[054950],제이브이엠,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00361381_udf_IS_2017113113952547_IncomeStatementAbstract,"1,672,358,325"
경상연구개발비,[185750],종근당,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,entity00992871_udf_IS_20171026194918234_IncomeStatementAbstract,"24,581,194,198"
지분법손실,[185750],종근당,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"1,312,846,375"
기타영업외수익,[001630],종근당홀딩스,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"4,846,729"
기타영업외비용,[001630],종근당홀딩스,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"480,005,000"
관계기업투자이익,[044380],주연테크,유가증권시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2020-03-31,1분기보고서,KRW,entity00269241_udf_IS_20171115205127904_IncomeStatementAbstract,"47,324,412"
관계기업투자손실,[044380],주연테크,유가증권시장상장법인,263,컴퓨터 및 주변장치 제조업,12,2020-03-31,1분기보고서,KRW,entity00269241_udf_IS_2017111520524541_IncomeStatementAbstract,"138,945,155"
지분법손실,[043610],지니뮤직,코스닥시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"170,372,082"
   연구비,[035000],지투알,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,entity00140168_udf_IS_2017119151439298_TotalSellingGeneralAdministrativeExpenses,"15,000,000"
기타손익,[005420],코스모화학,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00160302_udf_IS_2017119154614998_IncomeStatementAbstract,"-752,321,851"
금융수익-기타,[009410],태영건설,유가증권시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,entity00153861_udf_IS_201851410244606_IncomeStatementAbstract,"4,854,221,090"
대손상각비,[106240],파인테크닉스,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00755739_udf_IS_2018813191557749_IncomeStatementAbstract,0
이자수익,[106240],파인테크닉스,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"80,791,994"
   판매부대비,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00158565_udf_IS_201711618744887_TotalSellingGeneralAdministrativeExpenses,"87,088,251"
   잡비,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,"3,284,000"
   재고자산폐기손실,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00158565_udf_IS_2019224165829373_OtherLosses,nan
   지급보증손실환입,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00158565_udf_IS_20205810654956_FinanceIncome,"77,151,202"
영업수익,[003300],한일홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"12,569,272,431"
영업비용,[003300],한일홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"2,704,529,432"
종속기업및관계기업에대한지분법손익,[097230],한진중공업,유가증권시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,entity00633835_udf_IS_2017102615497484_IncomeStatementAbstract,"-279,000,000"
   기본및희석주당이익,[086280],현대글로비스,유가증권시장상장법인,529,기타 운송관련 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,"4,261"
"종속기업,관계기업및공동기업투자관련이익",[012330],현대모비스,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00164788_udf_IS_201958141516458_IncomeStatementAbstract,"-1,364,000,000"
      보통주 기본주당이익,[005380],현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,entity00164742_udf_IS_201711216737902_BasicEarningsLossPerShare,"2,350"
      1우선주 기본주당이익,[005380],현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,entity00164742_udf_IS_201711216739477_BasicEarningsLossPerShare,"2,363"
      보통주 희석주당이익,[005380],현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,entity00164742_udf_IS_201711216741674_DilutedEarningsLossPerShare,"2,350"
      1우선주 희석주당이익,[005380],현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,entity00164742_udf_IS_201711216742851_DilutedEarningsLossPerShare,"2,363"
지분법손익,[011760],현대종합상사,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"7,741,506,158"
지분법이익,[227840],현대코퍼레이션홀딩스,유가증권시장상장법인,463,음ㆍ식료품 및 담배 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"2,634,344,680"
II. 재료비,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_2017112171728259_IncomeStatementAbstract,"-519,288,630,129"
III. 인건비,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_2017112171841414_IncomeStatementAbstract,"-52,594,858,409"
IV. 기타영업비용,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_2017112171952794_IncomeStatementAbstract,"-248,972,494,394"
   금융비용,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_2018811710954_OtherGains,"-7,487,947,631"
   기타영업외비용,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_20188117336303_OtherGains,"-29,614,420,640"
VIII. 분기순이익,[008770],호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,12,2020-03-31,1분기보고서,KRW,entity00165680_udf_IS_2017113102653868_IncomeStatementAbstract,"-60,647,756,049"
주당손익,[004800],효성,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,-479
연구개발비,[298020],효성티앤씨,유가증권시장상장법인,205,화학섬유 제조업,12,2020-03-31,1분기보고서,KRW,entity01316227_udf_IS_2018814171232124_IncomeStatementAbstract,"3,853,532,314"
연구개발비,[298000],효성화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity01316236_udf_IS_2018814171232124_IncomeStatementAbstract,"5,397,276,168"
종속기업 및 관계기업투자 손상차손,[298000],효성화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity01316236_udf_IS_2018814171548537_IncomeStatementAbstract,0
종속기업투자손실,[050090],휘닉스소재,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00369569_udf_IS_201881115173283_IncomeStatementAbstract,"92,810,901"
공동기업및관계기업투자손실,[050090],휘닉스소재,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00369569_udf_IS_2018811151449458_IncomeStatementAbstract,0
